relative_path	type	mode	size	classification
plugins/cache/openai-curated-remote/google-drive/0.1.8/assets/logo.png	f	644	56020	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/SKILL.md	f	644	20904	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/agents/openai.yaml	f	644	415	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/assets/google-docs-small.svg	f	644	2135	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/assets/google-docs.png	f	644	65371	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-citations-and-hyperlinks.md	f	644	2084	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-connector-runtime-and-safety.md	f	644	8434	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-direct-request-composition.md	f	644	7781	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-figures-and-image-insertion.md	f	644	3443	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-foreground-guard.md	f	644	2538	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-headings-and-question-format.md	f	644	5492	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-import-docx-to-native-docs.md	f	644	5813	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-meeting-notes-direct.md	f	644	9005	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-native-create-direct.md	f	644	4167	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-pdf-export-visual-qa.md	f	644	4098	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-request-shapes-and-write-safety.md	f	644	12144	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-response-and-list-format.md	f	644	1793	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-section-completeness-and-final-pass.md	f	644	8208	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-smart-chips-and-building-blocks.md	f	644	5148	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-docs/references/reference-table-formatting-deep-dive.md	f	644	9972	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive-comments	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive-comments/SKILL.md	f	644	4315	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive-comments/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive-comments/agents/openai.yaml	f	644	275	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/SKILL.md	f	644	6785	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/agents/openai.yaml	f	644	528	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/assets/app-icon.png	f	644	58200	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/assets/google-drive-small.svg	f	644	1460	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/assets/google-drive.png	f	644	58200	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/assets/google-drive.svg	f	644	1460	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/references/slides	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/references/slides/chart-refresh-workflows.md	f	644	5313	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/references/slides/deck-scope-verification.md	f	644	1713	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/references/slides/sheets-chart-replacement.md	f	644	3597	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-drive/references/slides/visual-change-loop.md	f	644	6105	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/SKILL.md	f	644	5829	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/agents/openai.yaml	f	644	366	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/assets/google-sheets-small.svg	f	644	1591	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/assets/google-sheets.png	f	644	74354	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references/reference-batch-update-recipes.md	f	644	8464	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references/reference-chart-recipes.md	f	644	13042	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references/reference-edit-workflow.md	f	644	2259	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references/reference-formula-patterns.md	f	644	4934	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references/reference-import-spreadsheet-to-native-sheets.md	f	644	2651	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references/reference-live-read-search-safety.md	f	644	2376	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-sheets/references/style-profiles.md	f	644	1327	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/SKILL.md	f	644	18116	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/agents/openai.yaml	f	644	417	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/assets/google-slides-small.svg	f	644	2813	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/assets/google-slides.png	f	644	81642	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-batch-update-recipes.md	f	644	20835	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-chart-workflows.md	f	644	2133	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-connector-runtime-and-safety.md	f	644	1733	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-google-slides-mcp-discovery.md	f	644	25554	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-import-presentation.md	f	644	3249	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-new-deck-and-final-pass.md	f	644	4121	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-read-before-write-and-deck-scope.md	f	644	1326	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-request-shapes-and-write-safety.md	f	644	7591	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-slide-archetype-mapping.md	f	644	3499	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-slide-planning-and-layout-selection.md	f	644	8279	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-target-presentation-guard.md	f	644	1508	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-template-migration.md	f	644	3542	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-template-reference-deck-copy-workflow.md	f	644	15788	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-thumbnail-visual-verification.md	f	644	5029	copied_private_local
plugins/cache/openai-curated-remote/google-drive/0.1.8/skills/google-slides/references/reference-visual-iteration.md	f	644	1424	copied_private_local
plugins/cache/openai-curated-remote/hugging-face	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/.codex-remote-plugin-install.json	f	600	100	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/.app.json	f	644	128	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/.codex-plugin	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/.codex-plugin/plugin.json	f	644	1439	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/assets/composer-icon.png	f	644	37992	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/assets/logo.png	f	644	36423	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/cli	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/cli/SKILL.md	f	644	14936	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/cli/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/cli/agents/openai.yaml	f	644	132	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/SKILL.md	f	644	6552	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/agents/openai.yaml	f	644	118	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/examples	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/examples/.env.example	f	644	159	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/examples/USAGE_EXAMPLES.md	f	644	2054	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/scripts	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/scripts/inspect_eval_uv.py	f	644	3004	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/scripts/inspect_vllm_uv.py	f	644	9119	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/community-evals/scripts/lighteval_vllm_uv.py	f	644	9204	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/datasets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/datasets/SKILL.md	f	644	4703	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/datasets/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/datasets/agents/openai.yaml	f	644	131	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/gradio	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/gradio/SKILL.md	f	644	22816	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/gradio/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/gradio/agents/openai.yaml	f	644	112	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/gradio/examples.md	f	644	14481	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/SKILL.md	f	644	31680	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/agents/openai.yaml	f	644	107	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/index.html	f	644	7621	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/references/hardware_guide.md	f	644	8279	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/references/hub_saving.md	f	644	7644	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/references/token_usage.md	f	644	13424	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/references/troubleshooting.md	f	644	10242	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/scripts	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/scripts/cot-self-instruct.py	f	644	24883	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/scripts/finepdfs-stats.py	f	644	17115	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/jobs/scripts/generate-responses.py	f	644	20518	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/SKILL.md	f	644	27860	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/agents/openai.yaml	f	644	121	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/gguf_conversion.md	f	644	9854	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/hardware_guide.md	f	644	6778	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/hub_saving.md	f	644	8501	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/local_training_macos.md	f	644	8324	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/reliability_principles.md	f	644	10867	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/trackio_guide.md	f	644	5784	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/training_methods.md	f	644	5011	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/training_patterns.md	f	644	6127	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/troubleshooting.md	f	644	8840	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/references/unsloth.md	f	644	8005	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts/convert_to_gguf.py	f	644	12612	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts/dataset_inspector.py	f	644	15683	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts/estimate_cost.py	f	644	4854	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts/train_dpo_example.py	f	644	3118	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts/train_grpo_example.py	f	644	2384	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts/train_sft_example.py	f	644	3343	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/llm-trainer/scripts/unsloth_sft_example.py	f	644	16854	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/SKILL.md	f	644	16704	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/agents/openai.yaml	f	644	123	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/examples	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/examples/example_usage.md	f	644	8478	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/references/quick_reference.md	f	644	4499	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/scripts	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/scripts/paper_manager.py	f	644	21926	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/templates	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/templates/arxiv.md	f	644	7318	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/templates/ml-report.md	f	644	6865	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/templates/modern.md	f	644	6431	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/paper-publisher/templates/standard.md	f	644	3180	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/papers	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/papers/SKILL.md	f	644	9348	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/papers/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/papers/agents/openai.yaml	f	644	117	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio/SKILL.md	f	644	4887	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio/agents/openai.yaml	f	644	109	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio/references/alerts.md	f	644	5950	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio/references/logging_metrics.md	f	644	4853	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/trackio/references/retrieving_metrics.md	f	644	8707	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/SKILL.md	f	644	22422	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/agents/openai.yaml	f	644	130	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/references/CACHE.md	f	644	9195	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/references/CONFIGURATION.md	f	644	9861	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/references/EXAMPLES.md	f	644	15196	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/references/MODEL_ARCHITECTURES.md	f	644	5590	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/references/PIPELINE_OPTIONS.md	f	644	14539	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/transformers.js/references/TEXT_GENERATION.md	f	644	7880	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/SKILL.md	f	644	30195	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/agents/openai.yaml	f	644	122	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/references	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/references/finetune_sam2_trainer.md	f	644	6432	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/references/hub_saving.md	f	644	16949	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/references/image_classification_training_notebook.md	f	644	11075	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/references/object_detection_training_notebook.md	f	644	29917	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/references/reliability_principles.md	f	644	9487	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/references/timm_trainer.md	f	644	3547	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/scripts	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/scripts/dataset_inspector.py	f	644	31851	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/scripts/estimate_cost.py	f	644	7400	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/scripts/image_classification_training.py	f	644	13385	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/scripts/object_detection_training.py	f	644	27371	copied_private_local
plugins/cache/openai-curated-remote/hugging-face/1.0.0/skills/vision-trainer/scripts/sam_segmentation_training.py	f	644	13946	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/.codex-remote-plugin-install.json	f	600	100	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/.app.json	f	644	129	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/.codex-plugin	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/.codex-plugin/plugin.json	f	644	1861	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/assets/composer-icon.svg	f	644	296	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/assets/logo-dark.png	f	644	4396	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/assets/logo.png	f	644	4396	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/assets/neon-small.svg	f	644	296	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/assets/neon.jpg	f	644	3022	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres-egress-optimizer	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres-egress-optimizer/SKILL.md	f	644	7994	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres-egress-optimizer/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres-egress-optimizer/agents/openai.yaml	f	644	541	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres-egress-optimizer/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres-egress-optimizer/assets/neon-small.svg	f	644	296	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres-egress-optimizer/assets/neon.jpg	f	644	3022	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres/SKILL.md	f	644	8384	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres/agents	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres/agents/openai.yaml	f	644	502	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres/assets	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres/assets/neon-small.svg	f	644	296	copied_private_local
plugins/cache/openai-curated-remote/neon-postgres/1.0.0/skills/neon-postgres/assets/neon.jpg	f	644	3022	copied_private_local
plugins/cache/openai-curated-remote/network-solutions	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/network-solutions/.codex-remote-plugin-install.json	f	600	100	copied_private_local
plugins/cache/openai-curated-remote/network-solutions/1.0.0	d	775	4096	copied_private_local
plugins/cache/openai-curated-remote/network-solutions/1.0.0/.app.json	f	644	133	copied_private_local
